ID	W100	W105	W111	W117	W154	W183	W189	W193	W196	W234	W53	W64	W79	W85	W89	W91
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum trapanicum	171	108	60	55	161	105	26	41	39	32	28	78	68	106	46	77
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Salinigranum	139	100	99	123	361	43	52	42	33	33	52	118	67	126	38	51
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Salinigranum|s__Salinigranum rubrum	139	100	99	123	361	43	52	42	33	33	52	118	67	126	38	51
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|s__halophilic archaeon DL31	46	48	51	84	205	42	19	17	23	23	9	60	30	30	17	24
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales	1517	782	744	739	1447	682	439	386	387	488	367	1022	645	1001	350	603
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae	1517	782	744	739	1447	682	439	386	387	488	367	1022	645	1001	350	603
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Halobiforma	129	62	57	97	136	44	48	43	40	41	26	82	53	90	27	56
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Halobiforma|s__Halobiforma lacisalsi	129	62	57	97	136	44	48	43	40	41	26	82	53	90	27	56
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Halopiger	105	61	72	52	130	62	35	21	31	22	36	101	70	98	28	60
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Halopiger|s__Halopiger xanaduensis	105	61	72	52	130	62	35	21	31	22	36	101	70	98	28	60
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Halostagnicola	64	32	39	35	72	38	12	19	17	17	8	65	34	48	21	35
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Halostagnicola|s__Halostagnicola larsenii	64	32	39	35	72	38	12	19	17	17	8	65	34	48	21	35
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Haloterrigena	221	122	106	96	182	97	58	56	49	57	45	148	102	150	42	85
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Haloterrigena|s__Haloterrigena daqingensis	68	38	46	40	71	36	31	21	18	21	17	50	46	38	12	18
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Haloterrigena|s__Haloterrigena turkmenica	140	81	59	47	108	56	25	32	30	36	28	97	56	111	30	66
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrialba	96	72	54	54	121	85	42	58	46	103	21	91	53	72	24	42
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrialba|s__Natrialba magadii	96	72	54	54	121	85	42	58	46	103	21	91	53	72	24	42
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrinema	290	97	93	93	177	74	64	39	45	64	43	113	62	118	56	79
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrinema|s__Natrinema pellirubrum	147	51	38	53	102	44	36	28	22	27	23	62	34	72	31	47
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natrinema|s__Natrinema sp. J7-2	137	43	53	33	63	25	27	11	22	36	19	49	28	45	24	32
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natronobacterium	52	37	13	36	57	19	16	13	16	27	19	31	12	31	13	16
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natronobacterium|s__Natronobacterium gregoryi	52	37	13	36	57	19	16	13	16	27	19	31	12	31	13	16
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natronococcus	151	54	66	85	90	70	43	31	41	47	27	88	64	88	31	59
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natronococcus|s__Natronococcus occultus	151	54	66	85	90	70	43	31	41	47	27	88	64	88	31	59
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natronolimnobius	174	104	79	56	153	77	46	48	44	43	57	122	66	135	55	60
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natronolimnobius|s__Natronolimnobius aegyptiacus	85	63	38	21	79	43	19	14	20	22	26	71	31	71	35	29
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natronolimnobius|s__Natronolimnobius sp. AArc-Mg	10	1	0.0	0.0	8	1	2	0.0	2	1	2	3	2	6	6	0.0
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Natronolimnobius|s__Natronolimnobius sp. AArc1	3	4	0.0	1	10	2	1	1	5	3	0.0	1	2	7	1	3
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Salinarchaeum	119	59	90	63	107	58	30	29	28	24	35	79	59	87	23	59
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales|f__Natrialbaceae|g__Salinarchaeum|s__Salinarchaeum sp. Harcht-Bsk1	119	59	90	63	107	58	30	29	28	24	35	79	59	87	23	59
d__Archaea|p__Euryarchaeota|c__Methanobacteria	2008	62	145	86	70	861	1444	180	742	196	138	542	39	51	100	58
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	2008	62	145	86	70	861	1444	180	742	196	138	542	39	51	100	58
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	2007	61	145	86	67	856	1442	176	740	196	135	538	37	47	98	57
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium	1959	34	103	31	26	736	1314	57	628	88	107	44	16	28	69	33
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium congolense	19	0.0	11	6	4	260	271	7	9	7	9	2	2	2	4	6
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium formicicum	190	9	6	4	6	167	35	6	527	7	21	6	2	7	2	3
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium lacus	35	0.0	29	6	2	79	912	12	12	42	36	18	4	5	53	9
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium paludis	22	3	12	2	1	15	12	6	7	8	17	0.0	2	2	7	3
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium sp. MB1	38	4	4	2	2	16	5	2	16	6	3	1	0.0	1	2	1
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium sp. MZ-A1	85	7	0.0	0.0	3	6	6	0.0	5	0.0	2	0.0	2	0.0	0.0	1
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium subterraneum	367	3	3	1	3	31	8	0.0	4	1	3	3	0.0	2	0.0	0.0
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter	31	18	20	39	16	64	78	97	76	83	10	435	13	16	20	16
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter millerae	4	1	1	2	0.0	3	3	3	6	2	1	107	1	5	0.0	0.0
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter olleyae	12	11	11	17	4	23	43	57	36	60	3	32	10	2	12	11
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter ruminantium	3	2	1	10	4	15	11	10	8	8	4	39	1	4	2	1
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter smithii	5	0.0	0.0	5	4	8	7	10	10	1	0.0	40	0.0	1	0.0	1
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter sp. AbM4	5	3	2	3	2	5	5	11	3	9	2	6	0.0	1	5	2
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter sp. YE315	0.0	0.0	0.0	2	1	4	1	4	11	2	0.0	158	1	1	0.0	0.0
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera	6	3	5	6	5	8	17	5	9	5	5	50	5	1	4	0.0
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera sp. BMS	2	2	0.0	2	0.0	1	2	1	4	3	3	47	3	1	0.0	0.0
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera stadtmanae	2	1	5	4	5	7	15	4	5	2	2	1	2	0.0	4	0.0
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanothermobacter	4	5	8	6	11	27	15	7	17	12	8	8	3	2	4	6
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanothermobacter|s__Methanothermobacter marburgensis	0.0	1	0.0	2	0.0	2	1	4	4	0.0	0.0	1	0.0	0.0	0.0	0.0
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanothermobacter|s__Methanothermobacter sp. CaT2	0.0	0.0	1	0.0	0.0	3	0.0	2	4	0.0	0.0	1	0.0	0.0	0.0	1
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanothermobacter|s__Methanothermobacter thermautotrophicus	0.0	3	1	0.0	5	6	1	0.0	2	0.0	1	1	1	0.0	1	0.0
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanothermobacter|s__Methanothermobacter wolfeii	2	1	3	4	2	5	6	0.0	3	4	6	3	2	1	3	4
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanothermaceae	1	1	0.0	0.0	1	5	1	4	2	0.0	1	2	2	2	2	1
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanothermaceae|g__Methanothermus	1	1	0.0	0.0	1	5	1	4	2	0.0	1	2	2	2	2	1
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanothermaceae|g__Methanothermus|s__Methanothermus fervidus	1	1	0.0	0.0	1	5	1	4	2	0.0	1	2	2	2	2	1
d__Archaea|p__Euryarchaeota|c__Methanococci	78	46	47	73	59	114	321	159	248	210	30	71	21	27	42	34
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales	78	46	47	73	59	114	321	159	248	210	30	71	21	27	42	34
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae	18	6	9	5	10	9	14	9	20	5	4	12	3	1	0.0	2
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae|g__Methanocaldococcus	17	5	4	5	9	7	11	8	12	3	3	11	3	1	0.0	2
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae|g__Methanocaldococcus|s__Methanocaldococcus bathoardescens	0.0	1	0.0	0.0	4	0.0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae|g__Methanocaldococcus|s__Methanocaldococcus fervens	0.0	1	1	0.0	0.0	1	1	1	1	1	1	0.0	0.0	0.0	0.0	1
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae|g__Methanocaldococcus|s__Methanocaldococcus infernus	0.0	2	0.0	1	2	1	1	1	1	0.0	0.0	1	1	0.0	0.0	0.0
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae|g__Methanocaldococcus|s__Methanocaldococcus jannaschii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	2	0.0	1	2	0.0	0.0	0.0	0.0
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae|g__Methanocaldococcus|s__Methanocaldococcus sp. FS406-22	1	1	0.0	0.0	1	0.0	0.0	0.0	1	0.0	1	0.0	0.0	0.0	0.0	0.0
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae|g__Methanocaldococcus|s__Methanocaldococcus vulcanius	14	0.0	2	2	2	1	6	4	2	2	0.0	2	2	0.0	0.0	1
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae|g__Methanotorris	1	1	5	0.0	1	0.0	3	0.0	5	2	1	1	0.0	0.0	0.0	0.0
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae|g__Methanotorris|s__Methanotorris igneus	1	1	5	0.0	1	0.0	3	0.0	5	2	1	1	0.0	0.0	0.0	0.0
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanococcaceae	60	40	38	68	49	105	305	150	225	204	26	59	18	26	42	32
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanococcaceae|g__Methanococcus	50	40	34	64	40	98	289	130	213	196	24	58	18	25	38	26
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanococcaceae|g__Methanococcus|s__Methanococcus aeolicus	3	3	5	3	5	15	4	10	6	21	2	3	1	4	2	2
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanococcaceae|g__Methanococcus|s__Methanococcus maripaludis	6	7	5	13	9	14	191	33	151	8	10	10	2	1	3	4
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanococcaceae|g__Methanococcus|s__Methanococcus vannielii	2	0.0	2	2	6	3	37	4	11	0.0	2	3	1	1	0.0	0.0
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanococcaceae|g__Methanococcus|s__Methanococcus voltae	37	30	19	39	17	58	47	77	39	156	9	39	14	18	29	18
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanococcaceae|g__Methanothermococcus	9	0.0	4	3	7	5	13	13	6	7	1	1	0.0	1	2	5
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanococcaceae|g__Methanothermococcus|s__Methanothermococcus okinawensis	9	0.0	4	3	7	5	13	13	6	7	1	1	0.0	1	2	5
d__Archaea|p__Euryarchaeota|c__Methanomicrobia	42529	2921	7443	750	719	8258	18885	1273	5781	1908	1473	3497	564	565	655	1254
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanocellales	417	75	91	34	65	155	93	49	79	31	113	125	78	48	55	48
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanocellales|f__Methanocellaceae	417	75	91	34	65	155	93	49	79	31	113	125	78	48	55	48
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanocellales|f__Methanocellaceae|g__Methanocella	417	75	91	34	65	155	93	49	79	31	113	125	78	48	55	48
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanocellales|f__Methanocellaceae|g__Methanocella|s__Methanocella arvoryzae	266	61	74	27	47	104	60	34	56	20	59	110	63	37	41	32
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanocellales|f__Methanocellaceae|g__Methanocella|s__Methanocella conradii	133	14	16	7	17	41	31	13	22	11	45	14	12	11	13	14
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales	1873	322	284	229	388	3279	4520	218	617	227	374	417	186	273	166	193
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanocorpusculaceae	30	8	9	5	146	44	3353	7	22	1	20	17	4	3	3	3
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanocorpusculaceae|g__Methanocorpusculum	30	8	9	5	146	44	3353	7	22	1	20	17	4	3	3	3
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanocorpusculaceae|g__Methanocorpusculum|s__Methanocorpusculum labreanum	30	8	9	5	146	44	3353	7	22	1	20	17	4	3	3	3
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiaceae	1285	209	175	149	170	524	627	140	326	121	182	257	130	193	81	110
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiaceae|g__Methanoculleus	951	133	104	86	91	258	186	73	155	83	77	160	73	128	60	57
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiaceae|g__Methanoculleus|s__Methanoculleus bourgensis	123	25	22	13	22	32	30	17	25	22	16	26	12	17	22	9
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiaceae|g__Methanoculleus|s__Methanoculleus marisnigri	545	54	42	32	37	115	69	29	62	26	26	68	31	55	16	24
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiaceae|g__Methanoculleus|s__Methanoculleus sp. MAB1	31	9	15	3	5	6	6	0.0	1	1	9	11	2	6	3	2
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiaceae|g__Methanofollis	248	55	59	52	60	157	131	42	75	18	76	73	43	54	16	43
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiaceae|g__Methanofollis|s__Methanofollis liminatans	248	55	59	52	60	157	131	42	75	18	76	73	43	54	16	43
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiaceae|g__Methanolacinia	38	7	6	8	3	31	192	12	52	7	16	9	11	7	4	7
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiaceae|g__Methanolacinia|s__Methanolacinia petrolearia	38	7	6	8	3	31	192	12	52	7	16	9	11	7	4	7
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiaceae|g__Methanoplanus	15	8	2	1	2	33	57	3	18	9	10	10	1	0.0	0.0	3
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiaceae|g__Methanoplanus|s__Methanoplanus limicola	15	8	2	1	2	33	57	3	18	9	10	10	1	0.0	0.0	3
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae	449	95	84	73	62	2432	315	60	182	97	163	127	47	72	79	76
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae|g__Methanolinea	78	11	10	10	17	202	78	9	53	9	15	16	5	7	3	9
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae|g__Methanolinea|s__Methanolinea tarda	78	11	10	10	17	202	78	9	53	9	15	16	5	7	3	9
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae|g__Methanoregula	193	36	45	25	31	2049	187	30	65	66	94	43	24	37	51	50
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae|g__Methanoregula|s__Methanoregula boonei	64	13	21	13	14	426	51	15	33	25	34	18	8	15	17	21
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae|g__Methanoregula|s__Methanoregula formicica	107	23	24	11	17	1486	122	13	27	33	52	25	15	22	29	29
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae|g__Methanosphaerula	158	48	28	37	14	117	43	21	57	21	52	68	18	27	23	16
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae|g__Methanosphaerula|s__Methanosphaerula palustris	158	48	28	37	14	117	43	21	57	21	52	68	18	27	23	16
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanospirillaceae	22	3	6	1	9	116	92	7	33	5	2	9	5	4	2	4
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanospirillaceae|g__Methanospirillum	22	3	6	1	9	116	92	7	33	5	2	9	5	4	2	4
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanospirillaceae|g__Methanospirillum|s__Methanospirillum hungatei	22	3	6	1	9	116	92	7	33	5	2	9	5	4	2	4
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales	40185	2518	7060	486	258	4761	14184	989	5042	1645	975	2937	297	243	427	1009
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosaetaceae	1178	68	70	64	54	1167	2181	126	1443	99	252	111	34	49	29	46
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosaetaceae|g__Methanothrix	1178	68	70	64	54	1167	2181	126	1443	99	252	111	34	49	29	46
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosaetaceae|g__Methanothrix|s__Methanosaeta harundinacea	114	51	36	49	46	313	1673	55	1267	22	72	45	25	35	23	32
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosaetaceae|g__Methanothrix|s__Methanothrix soehngenii	1050	17	33	15	8	829	481	69	160	74	179	65	9	14	6	14
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae	39001	2450	6989	422	203	3583	11980	850	3567	1545	723	2825	261	193	398	962
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanococcoides	26	9	7	8	6	67	335	218	88	5	10	13	2	2	5	6
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanococcoides|s__Methanococcoides burtonii	4	5	0.0	3	1	20	130	18	23	0.0	0.0	5	0.0	0.0	1	0.0
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanococcoides|s__Methanococcoides methylutens	21	4	7	5	5	40	147	186	61	5	10	8	2	2	4	6
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanohalobium	14	7	12	7	5	13	23	6	10	0.0	8	5	3	2	2	0.0
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanohalobium|s__Methanohalobium evestigatum	14	7	12	7	5	13	23	6	10	0.0	8	5	3	2	2	0.0
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanohalophilus	27	5	4	16	21	72	73	39	91	10	34	5	7	6	5	2
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanohalophilus|s__Methanohalophilus halophilus	14	2	1	6	6	36	33	16	36	4	15	2	6	2	2	1
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanohalophilus|s__Methanohalophilus mahii	3	2	2	9	2	11	13	10	24	1	13	1	1	2	0.0	0.0
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanohalophilus|s__Methanohalophilus portucalensis	7	1	0.0	0.0	9	6	7	5	14	5	3	1	0.0	1	2	1
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanolobus	538	98	26	5	17	74	138	61	66	4	26	101	1	4	2	3
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanolobus|s__Methanolobus psychrophilus	538	98	26	5	17	74	138	61	66	4	26	101	1	4	2	3
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanomethylovorans	54	28	29	37	13	103	132	62	82	293	17	33	15	17	39	20
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanomethylovorans|s__Methanomethylovorans hollandica	54	28	29	37	13	103	132	62	82	293	17	33	15	17	39	20
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosalsum	8	1	0.0	2	1	21	98	9	35	10	0.0	4	0.0	1	3	0.0
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosalsum|s__Methanosalsum zhilinae	8	1	0.0	2	1	21	98	9	35	10	0.0	4	0.0	1	3	0.0
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina	38258	2288	6890	336	134	3144	10896	419	3073	1218	618	2653	231	159	341	926
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina|s__Methanosarcina acetivorans	1224	129	398	15	10	453	2422	41	518	67	43	112	12	8	20	28
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina|s__Methanosarcina barkeri	19605	126	888	69	23	370	484	74	174	249	63	360	38	31	94	279
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina|s__Methanosarcina horonobensis	3010	255	1021	22	1	252	594	12	107	47	26	132	25	12	20	55
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina|s__Methanosarcina lacustris	2594	806	797	53	7	243	545	31	119	146	143	662	15	5	29	53
