# Pathway	W100	W105	W111	W117	W154	W183	W189	W193	W196	W234	W53	W64	W79	W85	W89	W91
CHLOROPHYLL-SYN: chlorophyllide a biosynthesis I (aerobic, light-dependent)	386.6474614542	147.6593230471	55.8677737863	146.7219354597	384.6667031291	59.2203690787	98.9167488359	106.9255716335	127.6872698386	112.1570409332	69.1216582337	149.1109379106	28.4389119603	46.8802704409	22.6195520218	58.7002325897
CHLOROPHYLL-SYN: chlorophyllide a biosynthesis I (aerobic, light-dependent)|unclassified	362.7850470982	142.2597856061	55.867734631	146.7009351178	384.5243844968	59.218883601	98.9118779725	106.921414214	127.6591976021	112.1397954019	69.0483562641	149.0837796946	28.4379202254	46.8761876279	22.6190974377	58.6953553269
CITRULBIO-PWY: L-citrulline biosynthesis	3455.7761004207	1928.8799074947	1943.1821371487	1565.9361508817	1551.9546873017	1914.7739716375	1830.1052945749	1552.7199906903	1777.4721051373	1417.2988200423	1749.6103802753	2785.8327881532	1625.9215064338	2357.3115613195	1384.2884668045	1954.0094923312
CITRULBIO-PWY: L-citrulline biosynthesis|g__Bradyrhizobium.s__Bradyrhizobium_diazoefficiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9230393345
CITRULBIO-PWY: L-citrulline biosynthesis|g__Bradyrhizobium.s__Bradyrhizobium_japonicum	0	0	0	0	0	0	0	0	0	0	0	0	3.9651970902	13.7911803438	0	14.649816735
CITRULBIO-PWY: L-citrulline biosynthesis|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	0	0	0	0	0	1.4240515216	0	0	0	0	0	7.2127362192
CITRULBIO-PWY: L-citrulline biosynthesis|g__Rhodopseudomonas.s__Rhodopseudomonas_palustris	0	0	0	0	0	0	0	0	0	4.8456302995	0	5.4136681997	3.5676246886	2.7454960057	0	6.5140803489
CITRULBIO-PWY: L-citrulline biosynthesis|unclassified	3412.3191837168	1917.4372976169	1943.1241328152	1560.0843229427	1543.1906180661	1911.4445720075	1820.0985234998	1550.6427788601	1771.2510950139	1405.8797908809	1737.1968437191	2770.8875777557	1611.4304133988	2327.4778763755	1381.5667133535	1916.38439132
COA-PWY-1: coenzyme A biosynthesis II (mammalian)	6823.4837610085	3352.448237227	2555.0690503466	2469.4306403892	2260.788198966	3305.611978193	3316.1972458135	2441.6823316984	2931.836254433	2203.4762421222	2705.4234029497	3928.0080991303	2159.3583917227	3084.2834356605	1675.7132189652	2634.0834109987
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bradyrhizobium.s__Bradyrhizobium_japonicum	0	0	0	0	0	0	0	0	0	0	0	0	0	6.6292123596	0	4.0703790104
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Brevundimonas.s__Brevundimonas_abyssalis	22.5972015478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Candidatus_Solibacter.s__Candidatus_Solibacter_usitatus	0	0	0	0	0	0	0	0	0	2.1517910554	0	0	0	0	1.8939393939	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Exiguobacterium.s__Exiguobacterium_pavilionensis	0	4.3717181333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Gillisia.s__Gillisia_limnaea	0	0	0	13.4020988644	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	0	0	0	0	0	1.2018508503	0	0	0	10.2644411709	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Methanosarcina.s__Methanosarcina_barkeri	2.682163612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Oscillatoria.s__Oscillatoria_acuminata	4.0665165928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Peptostreptococcaceae_noname.s__Clostridium_bifermentans	0	0	0	0	5.6925996205	0	0	0	1.4649331624	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Polaromonas.s__Polaromonas_naphthalenivorans	0	0	0	0	0	0	0	0	0	0	0	3.3861637586	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Psychrobacter.s__Psychrobacter_arcticus	0	0	0	0	0	0	0	0	0	0	3.5034860082	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Rhizobium.s__Rhizobium_leguminosarum	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7167381974	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Rhodopseudomonas.s__Rhodopseudomonas_palustris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5046211807
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Streptomyces.s__Streptomyces_chartreusis	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3554634074	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Sulfurovum.s__Sulfurovum_sp_AR	0	0	0	0	0	0	16.9119302754	0	7.1933036882	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|unclassified	6737.6511826537	3334.8911061213	2555.0690503466	2455.4131843763	2249.6108277905	3299.9199821838	3295.9183316235	2434.1004326985	2920.4027035679	2195.2948191704	2693.3064778297	3918.0360102726	2148.1386960358	3054.5814783362	1672.3409236325	2621.2466928048
COA-PWY: coenzyme A biosynthesis I	4453.3932645708	2189.0179027267	1832.8679938856	1787.7096544955	1661.3524220185	2394.0932090337	2530.7596455668	1829.312945539	2275.7903804664	1511.186206839	1680.7957583008	2753.3329549229	1482.3849023497	2091.954766722	1265.4797435978	1809.7981334475
COA-PWY: coenzyme A biosynthesis I|g__Bacillus.s__Bacillus_megaterium	0	1.0943912449	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Candidatus_Solibacter.s__Candidatus_Solibacter_usitatus	0	0	0	0	0	0	0	0	0	2.4428729434	0	0	0	0	1.458789205	0
COA-PWY: coenzyme A biosynthesis I|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	0	0	0	0	0	1.0586829534	0	0	0	3.1662606723	0	0
COA-PWY: coenzyme A biosynthesis I|g__Methanosarcina.s__Methanosarcina_barkeri	2.7624309392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Peptostreptococcaceae_noname.s__Clostridium_bifermentans	0	0	0	0	2.9873039582	0	0	0	1.4649331624	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Polaromonas.s__Polaromonas_naphthalenivorans	0	0	0	0	0	0	0	0	0	0	0	2.6848640788	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Psychrobacter.s__Psychrobacter_arcticus	0	0	0	0	0	0	0	0	0	0	4.1007136328	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Rhodopseudomonas.s__Rhodopseudomonas_palustris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8989694442
COA-PWY: coenzyme A biosynthesis I|g__Sulfurovum.s__Sulfurovum_sp_AR	0	0	0	0	0	0	3.2764723725	0	4.7687172151	0	0	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|unclassified	4414.8618791806	2169.1557067787	1832.8679938856	1783.8785961866	1657.2801910372	2392.3905233975	2521.1224266957	1824.2734263701	2270.0998502235	1506.0910286421	1665.8563145028	2747.0982140514	1479.8803393122	2081.2171344501	1263.8767999957	1805.8904751388
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I	559.65116443	378.1332929425	259.8548000542	182.2385571053	319.6420036285	351.6190979369	395.2519193412	232.6093489888	321.6064254931	196.8433794869	153.9091843831	389.6112914225	212.4795450998	259.1390104079	162.8175110209	211.1134806202
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|unclassified	530.0205637989	373.7051523374	259.8548000542	182.2385571053	313.8393629709	350.7405821374	394.4860848525	231.8906173097	321.5908640999	196.7903312691	153.693274575	380.4684625067	211.1167526173	256.3097540605	162.8175110209	209.8132532308
CODH-PWY: reductive acetyl coenzyme A pathway	26.2614354843	18.0053814056	13.4870772795	27.5697455439	73.5179429909	93.7695604921	97.8474124822	113.9699112402	128.9388251529	7.7361666816	97.6276050516	15.0968500054	8.1614173419	6.7908867718	11.8152246147	7.0555647626
CODH-PWY: reductive acetyl coenzyme A pathway|unclassified	26.2614354843	18.0052638181	13.4870772795	27.5697455439	73.4996540889	93.7695604921	97.8449170219	113.9699112402	128.9388251529	7.7359275584	97.6276050516	15.0964251583	8.161016851	6.7906536691	11.8152246147	7.0552619059
COLANSYN-PWY: colanic acid building blocks biosynthesis	3484.3785644575	1728.4417095529	1438.0061954777	1285.7697463258	1442.0542654657	1705.3321161849	1805.4858520045	1322.5303575176	1739.4454030433	1180.7828723394	1673.2466661504	2061.5076025771	1141.9744590562	1628.733267185	1148.4322458113	1392.6716429743
COLANSYN-PWY: colanic acid building blocks biosynthesis|unclassified	3425.0793034419	1719.0294125024	1437.5313407595	1281.7352041998	1440.8030555067	1702.544472151	1797.9881516511	1321.8779389306	1732.2498469013	1176.0587743804	1637.8828218569	2058.6428970488	1139.3574295778	1623.9158117828	1147.1668916918	1385.3895394588
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	7249.3751818074	3566.389631601	2992.5039132746	2888.6275304876	2886.4598222791	3882.1386609622	4277.5515394076	3058.9029001994	3805.1608991817	2624.5058966259	2431.7310960639	4387.6938254468	2394.5555011835	3421.1998107912	1944.1636914091	2883.852483562
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Bradyrhizobium.s__Bradyrhizobium_diazoefficiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.1122341089
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Bradyrhizobium.s__Bradyrhizobium_japonicum	0	0	0	0	0	0	0	0	0	0	0	0	5.2430825586	15.9042507259	0	14.4949559246
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Candidatus_Solibacter.s__Candidatus_Solibacter_usitatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1847855012	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Desulfobacter.s__Desulfobacter_postgatei	0	0	0	0	0	0	2.8754818786	0	0	0	0	0	0	0	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Oscillatoria.s__Oscillatoria_acuminata	9.0630212721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|unclassified	7166.7964103838	3534.9465047103	2992.5039132746	2880.8122397559	2877.4069148767	3862.9591512957	4237.2138532882	3050.1775722127	3778.3260539779	2614.3233977992	2389.4402328003	4371.192356984	2382.6567968157	3385.7200858208	1938.1741324975	2842.3793211897
CRNFORCAT-PWY: creatinine degradation I	514.4407627196	310.3437894545	267.8823391011	461.6933442537	392.2478472747	438.5011540576	478.2626087249	477.555643042	375.7531213301	181.6965662594	140.3739223788	419.8779054665	188.9631874886	225.2576541963	119.8698452634	199.3978391698
CRNFORCAT-PWY: creatinine degradation I|unclassified	514.3759008079	308.9270739017	267.8670294371	461.6933442537	392.2478472747	438.5011540576	478.2626087249	477.555643042	375.7531213301	181.6965662594	140.3739223788	419.8779054665	188.9106173109	225.1698232795	119.847050389	199.3978391698
CYCLOHEXANOL-OXIDATION-PWY: cyclohexanol degradation	5.8226318198	5.4686645383	3.0243838144	1.5517531344	0.9634631275	1.6153243627	1.4700037112	2.0442517296	1.9589797115	3.5247528364	0.8000307275	4.9983578669	1.5784363736	3.8418618751	3.7125679112	3.946782879
CYCLOHEXANOL-OXIDATION-PWY: cyclohexanol degradation|unclassified	5.8226318198	5.4686645383	3.0243838144	1.5517531344	0.9634631275	1.6153243627	1.4700037112	2.0442517296	1.9589797115	3.5247528364	0.8000307275	4.9983356356	1.5784363736	3.8418406381	3.7125679112	3.9466388008
DAPLYSINESYN-PWY: L-lysine biosynthesis I	6756.0883381057	3011.106666427	2550.819085051	2356.3958415764	2099.9875226454	2982.5070521081	3310.9724572851	2343.7488041526	2763.8473131038	2071.9731223733	1685.0282165123	3759.5424408545	2042.0884946436	3037.3296332369	1462.9626803184	2581.3247768324
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Bradyrhizobium.s__Bradyrhizobium_diazoefficiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.154421121
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Bradyrhizobium.s__Bradyrhizobium_japonicum	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8931869161	0	12.4812438231
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	0	0	0	0	0	1.7551452838	0	0	2.9153074776	5.3109241048	0	8.5194239932
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Polaromonas.s__Polaromonas_naphthalenivorans	0	0	0	0	0	0	0	0	0	0	0	5.5748840067	0	0	0	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Sulfurovum.s__Sulfurovum_sp_AR	0	0	0	0	0	0	5.8507687157	0	25.5882706503	0	0	0	0	0	0	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|unclassified	6618.941699502	2990.7853650589	2550.7494196008	2338.9886408192	2092.7628562829	2957.8261359924	3267.7393639511	2336.6387899432	2722.0538530254	2062.6798031411	1586.7368745971	3724.9185432473	2021.0436386338	2985.0851451462	1460.0330376183	2524.3885748765
DENITRIFICATION-PWY: nitrate reduction I (denitrification)	1055.7739141796	299.6866389308	274.4681520903	447.0486011459	318.8047519459	427.2710475525	451.4889561887	282.4231097684	275.4408012798	194.716215456	193.9253015119	427.8425395422	232.2920981504	284.0699891349	141.4058118032	257.0655671696
DENITRIFICATION-PWY: nitrate reduction I (denitrification)|unclassified	1053.6472059501	299.6522341752	274.4681520903	447.0486011459	317.1730054732	426.0630038744	451.3109447627	282.3233391456	275.4408012798	194.066225923	193.9253015119	426.9385234884	232.2920981504	283.8335424917	141.2716102642	255.9356119658
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	2696.6955927029	1224.4608263981	923.8414654502	974.4449025847	1916.6159516045	2431.1807869063	2852.8832202295	1831.2625059894	2572.1358958878	1100.0917148845	1786.1839811062	1414.961290119	636.440869843	845.3369043768	594.649856175	725.2911536193
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II|unclassified	2656.6375025742	1214.4094462992	923.7897723994	972.5928970404	1906.5435408398	2417.7449374494	2812.1895469563	1823.4269100687	2547.7985362711	1096.4152200429	1733.1315091219	1411.3950265425	633.9020043841	839.1658154392	593.924730898	717.9664432177
DHGLUCONATE-PYR-CAT-PWY: glucose degradation (oxidative)	4.1251270324	4.5061699348	1.7279541302	0.82631382	4.2009841899	6.45847387	5.1616478345	1.7583364396	1.9704114678	7.4792575656	0.6075463172	9.7161152902	5.6915432205	6.255240671	1.9053568822	6.7308388302
DHGLUCONATE-PYR-CAT-PWY: glucose degradation (oxidative)|unclassified	4.1251194753	4.5061699348	1.7279535434	0.82631382	4.2009841899	6.45847387	5.1616478345	1.7583364396	1.9704114678	7.479243907	0.6075463172	9.7160644184	5.6915154762	6.2551784529	1.9053465289	6.7307557296
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	5490.9687771478	2958.1857125177	2847.3229855904	2427.5775157426	2835.0154315094	3299.5516390202	3501.8790117263	2596.6937101412	3325.9023855009	2255.8043461045	2982.5966291142	3828.5141873925	2004.7149104993	3041.0179668189	2072.1439518435	2579.2176998263
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Geodermatophilus.s__Geodermatophilus_obscurus	0	8.4072829433	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Gillisia.s__Gillisia_limnaea	2.7201782866	0	0	2.5952045137	0	0	0	0	0	0	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Nostoc.s__Nostoc_punctiforme	0	2.9141728236	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Thiocapsa.s__Thiocapsa_marina	0	0	0	0	0	0	0	0	0	0	1.8613963015	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|unclassified	5487.6489955564	2944.1677982617	2847.3229855904	2426.5224849922	2833.7687014365	3299.3784497344	3501.4044486989	2596.6937101412	3325.9023855009	2255.643463581	2982.0568077728	3825.4102424305	2003.567071899	3040.1055935369	2072.0513428339	2576.3812108825
ENTBACSYN-PWY: enterobactin biosynthesis	383.4066680089	228.9029890858	153.4943602206	117.7845770199	165.0575420457	260.0791069753	230.0305569495	216.1829111993	306.4804827819	219.232686777	157.0107982566	230.4147980168	171.6340029373	275.9983129852	188.164182656	173.3840137898
ENTBACSYN-PWY: enterobactin biosynthesis|unclassified	382.8183820637	228.5188179799	153.4943602206	117.7845770199	164.8201101439	260.0791069753	229.6235188102	215.9993290718	306.1254075555	219.1884946508	156.7669336176	230.3042497228	164.4893830559	275.354884635	188.1249706671	173.1124458376
FAO-PWY: fatty acid &beta;-oxidation I	5896.4288126894	3321.7350725356	2645.7004898836	2643.0532992096	2040.2191628424	2987.8798270011	2977.7059782949	2556.1039111328	2866.516661406	2579.5835815988	1611.6127532982	4371.611547042	2454.4886162357	3801.9960081411	2354.7650263902	3095.7270306752
FAO-PWY: fatty acid &beta;-oxidation I|g__Acinetobacter.s__Acinetobacter_lwoffii	0	0	0	0	0	5.5168171402	0	0	0	0	0	0	0	0	0	0
FAO-PWY: fatty acid &beta;-oxidation I|g__Acinetobacter.s__Acinetobacter_tandoii	0	0	0	0	0	27.182838362	0	0	0	0	0	0	0	0	0	0
FAO-PWY: fatty acid &beta;-oxidation I|g__Mycobacterium.s__Mycobacterium_vaccae	0	0	0	0	0	0	0	0	0	0	0	5.3886851307	0	0	0	0
FAO-PWY: fatty acid &beta;-oxidation I|g__Psychrobacter.s__Psychrobacter_arcticus	0	0	0	0	0	0	0	0	0	0	34.3202157332	0	0	0	0	0
FAO-PWY: fatty acid &beta;-oxidation I|g__Psychrobacter.s__Psychrobacter_cryohalolentis	0	0	0	0	0	0	0	0	0	0	16.6093946913	0	0	0	0	0
FAO-PWY: fatty acid &beta;-oxidation I|unclassified	5895.1166791137	3238.2815931423	2645.246138255	2643.0532992096	2039.1597121606	2935.5402384471	2977.7059782949	2555.4916932501	2866.516661406	2529.6428341115	1541.8916607146	4303.5713221099	2429.8518823685	3739.6188863856	2301.9671419082	3017.8893953179
FASYN-ELONG-PWY: fatty acid elongation -- saturated	7604.6810943238	3317.0476961704	2845.9436965013	3377.0475288864	3086.1861593197	3699.7102266444	3956.4470234258	3120.3130606221	3528.8936880089	2930.5350736776	2463.749775862	4148.9733920744	2378.5596602576	3289.5972299584	2134.2986714236	3166.025402044
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Bradyrhizobium.s__Bradyrhizobium_diazoefficiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.8881124513
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Bradyrhizobium.s__Bradyrhizobium_japonicum	0	0	0	0	0	0	0	0	0	0	0	0	0	19.6134897762	0	15.9600054141
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	0	0	0	0	0	2.9354762338	0	5.2729913758	5.7331575332	9.6816865797	0	16.7563541959
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Polaromonas.s__Polaromonas_naphthalenivorans	0	0	0	0	0	0	0	0	0	0	0	7.5311463586	0	0	0	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Rhodopseudomonas.s__Rhodopseudomonas_palustris	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4421246274	0	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated|unclassified	7554.3540354304	3287.7804667022	2845.1354738101	3360.8483950721	3080.1165534952	3684.4235820681	3939.6681521977	3116.7325660831	3514.0915733132	2908.4264031914	2374.1035397463	4123.7571993049	2333.1769455935	3184.6618825629	2130.7362759874	3032.8570044663
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	6140.2506256783	2525.9725654661	2172.2094761835	2838.9787827026	2652.8905544868	3155.1385848663	3389.6498009675	2681.9133976242	3039.2974446883	2247.7857607063	2230.8683683762	3222.5888087646	1851.2605333365	2536.3242957861	1657.7888742233	2384.7851352447
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Bradyrhizobium.s__Bradyrhizobium_japonicum	0	0	0	0	0	0	0	0	0	0	0	0	3.6270126883	16.5393968372	0	21.4090685257
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	0	0	0	0	0	1.7873804542	0	0	1.8925912714	5.3668728308	0	7.9948974763
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Nostoc.s__Nostoc_punctiforme	0	4.2577760192	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Polaromonas.s__Polaromonas_naphthalenivorans	0	0	0	0	0	0	0	0	0	0	0	5.2652013367	0	0	0	0
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Sorangium.s__Sorangium_cellulosum	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2283211947	0	0
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|unclassified	6097.044252137	2503.9217278746	2171.6025678404	2827.3646022416	2650.3156275457	3147.2827124717	3380.2890035924	2680.4600011477	3031.2883017149	2235.8553871982	2128.4013477825	3202.6621879384	1817.0551565946	2459.4166372838	1656.0522564528	2287.4638441161
FERMENTATION-PWY: mixed acid fermentation	2337.1294757362	1334.7994753653	964.7502260417	848.2117522099	1465.3588667151	1681.180971628	1751.7728206535	1301.1716451669	1753.2047729062	1036.1957432283	1484.1968268343	1268.2531470978	800.6903377696	1498.1511335987	999.0374651326	1191.160477183
FERMENTATION-PWY: mixed acid fermentation|g__Sorangium.s__Sorangium_cellulosum	0	0	0	0	0	0	0	0	0	0	0	0	1.8269002801	0	0	0
FERMENTATION-PWY: mixed acid fermentation|unclassified	2321.8098977779	1312.7996210124	964.709961005	847.4665905522	1462.6274407965	1625.3247829423	1749.1625520221	1297.3497156459	1752.4454491112	1034.3873337447	1470.7547620538	1265.916682279	799.128330024	1494.80907322	997.4650240916	1185.1340767652
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	1494.6909423146	677.8666018755	533.9507327587	578.336389114	595.7714399913	922.4525067004	976.6139196062	626.7109219564	811.8183878891	527.5866574671	567.1618614842	923.8881909153	463.4148234756	629.0573601142	279.8208383064	552.9172129377
